mixture_ID,speaker_1_ID,speaker_1_sex,speaker_2_ID,speaker_2_sex
6385-220959-0016_2092-145709-0008,6385.0,F,2092.0,F
8580-287364-0040_412-126975-0038,8580.0,M,412.0,M
2391-145015-0117_5514-19193-0028,2391.0,F,5514.0,F
32-4137-0050_1963-142776-0023,32.0,F,1963.0,F
2764-36617-0006_40-121026-0007,2764.0,F,40.0,F
7402-59171-0023_2007-149877-0012,7402.0,M,2007.0,F
1970-10594-0002_8063-274117-0016,1970.0,F,8063.0,M
1116-132851-0016_6818-76332-0054,1116.0,F,6818.0,F
39-121916-0013_8098-278278-0039,39.0,F,8098.0,M
4018-107312-0013_2384-152900-0034,4018.0,M,2384.0,M
1737-142397-0038_3214-167606-0007,1737.0,F,3214.0,M
150-126112-0033_5808-54425-0000,150.0,F,5808.0,M
2691-156755-0004_4680-16042-0037,2691.0,F,4680.0,F
4830-25898-0033_7278-91083-0040,4830.0,M,7278.0,M
2436-2481-0021_7402-90848-0038,2436.0,M,7402.0,M
8770-295463-0027_7505-258964-0028,8770.0,M,7505.0,M
248-130644-0016_2989-138035-0065,248.0,F,2989.0,F
2911-7601-0043_6181-216552-0106,2911.0,M,6181.0,M
5789-57158-0009_4397-15666-0026,5789.0,F,4397.0,M
7302-86814-0043_103-1240-0044,7302.0,F,103.0,F
322-124147-0072_1970-10594-0000,322.0,F,1970.0,F
8425-292520-0002_1737-142397-0026,8425.0,M,1737.0,F
1963-147036-0010_4397-15668-0032,1963.0,F,4397.0,M
6415-111615-0005_8975-270782-0082,6415.0,F,8975.0,F
405-130894-0015_4195-17507-0008,405.0,M,4195.0,F
289-121665-0032_89-219-0045,289.0,F,89.0,F
3879-173592-0034_150-126112-0010,3879.0,F,150.0,F
2436-2481-0032_5022-29411-0011,2436.0,M,5022.0,F
3807-4923-0002_40-222-0030,3807.0,M,40.0,F
7278-104730-0038_1263-139804-0021,7278.0,M,1263.0,F
831-130746-0035_3112-9555-0027,831.0,M,3112.0,F
587-41619-0025_6880-216547-0014,587.0,F,6880.0,M
7190-90543-0001_5322-7678-0006,7190.0,M,5322.0,M
6454-107462-0013_226-131533-0004,6454.0,M,226.0,F
4397-15666-0001_2384-152900-0051,4397.0,M,2384.0,M
125-121342-0011_831-130739-0058,125.0,F,831.0,M
6081-41997-0028_7859-102519-0013,6081.0,M,7859.0,F
7226-86964-0035_1737-148989-0040,7226.0,M,1737.0,F
2159-179157-0005_8468-295198-0011,2159.0,M,8468.0,F
40-222-0054_445-123857-0005,40.0,F,445.0,M
8770-295462-0041_311-124404-0055,8770.0,M,311.0,M
1040-133433-0015_3723-171115-0035,1040.0,M,3723.0,M
89-219-0004_4340-15220-0001,89.0,F,4340.0,F
6415-111615-0006_8123-275216-0007,6415.0,F,8123.0,F
5789-57158-0006_211-122425-0011,5789.0,F,211.0,F
909-131044-0003_2159-179156-0008,909.0,M,2159.0,M
1447-130552-0003_7800-283478-0027,1447.0,F,7800.0,F
441-128988-0027_8580-287364-0019,441.0,F,8580.0,M
4018-107312-0029_446-123501-0010,4018.0,M,446.0,M
7859-102519-0020_7078-271888-0093,7859.0,F,7078.0,F
4014-186176-0040_7511-102419-0042,4014.0,M,7511.0,F
6848-76049-0032_2817-142371-0029,6848.0,M,2817.0,F
211-122425-0078_3723-171115-0026,211.0,F,3723.0,M
4406-16882-0061_5163-18515-0006,4406.0,M,5163.0,F
6563-285357-0023_6454-120342-0014,6563.0,M,6454.0,M
5104-33406-0041_8580-287364-0013,5104.0,M,8580.0,M
8238-274553-0024_458-126305-0039,8238.0,F,458.0,M
460-172359-0019_8063-274115-0012,460.0,M,8063.0,M
39-121915-0030_5514-19192-0010,39.0,F,5514.0,F
7302-86814-0029_27-124992-0044,7302.0,F,27.0,M
8797-294123-0032_307-127535-0015,8797.0,M,307.0,M
201-127786-0073_446-123501-0024,201.0,M,446.0,M
254-145458-0005_2391-145015-0055,254.0,M,2391.0,F
8123-275209-0012_8312-279791-0021,8123.0,F,8312.0,F
1624-142933-0009_5049-25947-0085,1624.0,M,5049.0,M
5456-58161-0001_3699-47246-0000,5456.0,M,3699.0,M
7059-77897-0019_6563-63821-0008,7059.0,F,6563.0,M
2514-149482-0040_7367-86737-0011,2514.0,M,7367.0,M
19-227-0032_1841-150351-0018,19.0,F,1841.0,F
5688-41232-0018_2893-139322-0031,5688.0,F,2893.0,M
2691-156755-0011_460-172359-0042,2691.0,F,460.0,M
2391-145015-0003_5688-15787-0026,2391.0,F,5688.0,F
1263-138246-0020_403-128339-0016,1263.0,F,403.0,F
7859-102521-0009_4859-22176-0016,7859.0,F,4859.0,M
6925-80680-0069_87-121553-0092,6925.0,M,87.0,F
2289-152253-0018_7367-86737-0066,2289.0,M,7367.0,M
8609-283227-0070_200-126784-0009,8609.0,M,200.0,F
6531-61334-0096_78-369-0019,6531.0,F,78.0,M
7800-283492-0026_6367-74004-0036,7800.0,F,6367.0,M
460-172359-0052_1334-135589-0066,460.0,M,1334.0,M
4137-11702-0036_196-122159-0015,4137.0,F,196.0,M
8108-280354-0028_1737-142397-0015,8108.0,M,1737.0,F
4859-26870-0008_2196-170151-0002,4859.0,M,2196.0,F
3240-131232-0018_8098-278278-0025,3240.0,M,8098.0,M
831-130739-0024_730-359-0001,831.0,M,730.0,F
3983-5331-0012_2817-142371-0071,3983.0,F,2817.0,F
201-127786-0064_5393-19218-0058,201.0,M,5393.0,F
7505-258964-0026_2843-152918-0061,7505.0,M,2843.0,M
8468-286673-0012_89-219-0034,8468.0,F,89.0,F
3983-5371-0018_5808-54425-0004,3983.0,F,5808.0,M
7367-86737-0069_5192-19396-0018,7367.0,M,5192.0,M
332-128985-0076_8770-295465-0017,332.0,M,8770.0,M
233-155990-0046_7800-283478-0025,233.0,M,7800.0,F
6367-65536-0040_7067-76048-0050,6367.0,M,7067.0,M
2182-181183-0007_7059-77900-0024,2182.0,F,7059.0,F
7635-105409-0062_2952-410-0037,7635.0,F,2952.0,M
7505-258958-0020_6836-61804-0022,7505.0,M,6836.0,M
1447-130550-0013_5688-15787-0036,1447.0,F,5688.0,F
625-132112-0030_1926-143879-0001,625.0,M,1926.0,F
8123-275209-0030_2007-149877-0034,8123.0,F,2007.0,F
1737-148989-0007_3240-131231-0049,1737.0,F,3240.0,M
5022-29405-0024_4195-17507-0004,5022.0,F,4195.0,F
7067-76048-0009_4267-78186-0010,7067.0,M,4267.0,M
4853-27671-0004_4397-15668-0002,4853.0,F,4397.0,M
4195-186236-0013_211-122442-0078,4195.0,F,211.0,F
4640-19189-0040_446-123502-0048,4640.0,F,446.0,M
1455-134435-0069_6880-216547-0079,1455.0,M,6880.0,M
1263-138246-0001_298-126790-0005,1263.0,F,298.0,F
3440-171009-0081_4481-17499-0009,3440.0,F,4481.0,F
669-129061-0013_3486-166424-0044,669.0,F,3486.0,M
3436-172171-0001_4297-13006-0005,3436.0,M,4297.0,F
5703-47198-0013_1088-134315-0027,5703.0,M,1088.0,F
1594-135914-0021_254-127705-0020,1594.0,M,254.0,M
78-368-0027_4362-15663-0003,78.0,M,4362.0,F
374-180298-0063_2159-179157-0029,374.0,M,2159.0,M
5652-39938-0050_4898-28461-0057,5652.0,F,4898.0,M
909-131045-0041_5688-41232-0033,909.0,M,5688.0,F
1970-10594-0018_250-142276-0040,1970.0,F,250.0,F
3664-178366-0033_6209-34601-0024,3664.0,M,6209.0,M
2196-170379-0018_1926-147979-0026,2196.0,F,1926.0,F
4195-186238-0018_4267-287369-0036,4195.0,F,4267.0,M
87-121553-0037_5163-39921-0020,87.0,F,5163.0,F
201-127786-0072_7780-274562-0044,201.0,M,7780.0,F
3168-173565-0051_3879-174923-0040,3168.0,M,3879.0,F
696-92939-0011_7859-102518-0030,696.0,F,7859.0,F
2092-145706-0061_78-369-0013,2092.0,F,78.0,M
4088-158077-0063_1116-132847-0020,4088.0,F,1116.0,F
3259-158083-0095_2691-156755-0026,3259.0,F,2691.0,F
4267-287369-0027_322-124146-0003,4267.0,M,322.0,F
446-123502-0002_4397-15678-0000,446.0,M,4397.0,M
307-127540-0014_1502-122619-0019,307.0,M,1502.0,F
1723-141149-0073_1235-135883-0045,1723.0,M,1235.0,M
2196-174172-0035_2092-145706-0031,2196.0,F,2092.0,F
458-126290-0016_8095-274345-0030,458.0,M,8095.0,M
233-155990-0011_4051-10927-0012,233.0,M,4051.0,F
7264-92316-0006_1246-124548-0045,7264.0,M,1246.0,F
4088-158077-0079_6078-54013-0012,4088.0,F,6078.0,F
5192-19396-0026_1246-124548-0011,5192.0,M,1246.0,F
3440-171009-0007_27-124992-0014,3440.0,F,27.0,M
8419-293473-0018_201-122255-0008,8419.0,M,201.0,M
4195-186236-0000_4898-28461-0068,4195.0,F,4898.0,M
1455-134435-0054_8108-280354-0014,1455.0,M,8108.0,M
7226-86964-0015_8629-261139-0073,7226.0,M,8629.0,M
78-369-0049_3436-172171-0046,78.0,M,3436.0,M
1841-159771-0000_5390-30096-0007,1841.0,F,5390.0,M
6925-80680-0059_2911-7601-0028,6925.0,M,2911.0,M
3168-173565-0039_4088-158077-0052,3168.0,M,4088.0,F
8609-262281-0020_211-122425-0001,8609.0,M,211.0,F
730-358-0005_4788-94904-0002,730.0,F,4788.0,M
8609-283227-0037_5192-19396-0007,8609.0,M,5192.0,M
7367-86737-0036_3982-178459-0057,7367.0,M,3982.0,F
1246-124548-0021_1723-141149-0072,1246.0,F,1723.0,M
6880-216547-0113_4160-14187-0000,6880.0,M,4160.0,F
3830-12530-0013_150-126112-0003,3830.0,M,150.0,F
7078-271888-0080_8468-295198-0015,7078.0,F,8468.0,F
669-129074-0021_1235-135883-0010,669.0,F,1235.0,M
6531-61334-0066_5688-41232-0012,6531.0,F,5688.0,F
103-1240-0025_254-12312-0008,103.0,F,254.0,M
1970-10594-0005_7078-271888-0107,1970.0,F,7078.0,F
4340-15220-0047_1088-129236-0030,4340.0,F,1088.0,F
1502-122619-0052_87-121553-0066,1502.0,F,87.0,F
7302-86815-0034_7794-295955-0009,7302.0,F,7794.0,F
1235-135884-0009_3440-171006-0019,1235.0,M,3440.0,F
887-123291-0017_103-1241-0008,887.0,F,103.0,F
5049-25947-0057_6531-61334-0072,5049.0,M,6531.0,F
458-126294-0018_7505-258964-0047,458.0,M,7505.0,M
233-134440-0019_8095-274346-0007,233.0,M,8095.0,M
8975-270782-0001_4397-15666-0002,8975.0,F,4397.0,M
322-124146-0020_5049-25947-0061,322.0,F,5049.0,M
2952-407-0001_8465-246942-0014,2952.0,M,8465.0,F
4481-17499-0011_2910-131096-0050,4481.0,F,2910.0,F
4813-248641-0029_3214-167602-0027,4813.0,M,3214.0,M
7505-83618-0001_374-180299-0035,7505.0,M,374.0,M
6415-116629-0036_4441-76263-0000,6415.0,F,4441.0,M
2911-15045-0003_2007-132570-0032,2911.0,M,2007.0,F
8747-293952-0053_4018-103416-0037,8747.0,M,4018.0,M
8425-292520-0017_1841-179183-0015,8425.0,M,1841.0,F
40-121026-0020_4018-107312-0028,40.0,F,4018.0,M
730-359-0049_2196-170379-0004,730.0,F,2196.0,F
1578-6379-0002_2159-179154-0009,1578.0,F,2159.0,M
4859-29340-0015_2843-152918-0104,4859.0,M,2843.0,M
1246-124548-0026_298-126790-0023,1246.0,F,298.0,F
1363-135842-0020_5652-19215-0000,1363.0,F,5652.0,F
1743-142914-0012_7178-34645-0023,1743.0,M,7178.0,F
3699-19401-0019_4898-28461-0042,3699.0,M,4898.0,M
1926-147987-0025_39-121915-0010,1926.0,F,39.0,F
6209-34601-0001_6367-74004-0033,6209.0,M,6367.0,M
8063-274117-0004_40-121026-0011,8063.0,M,40.0,F
7226-86964-0051_200-126784-0029,7226.0,M,200.0,F
40-222-0027_5463-39174-0008,40.0,F,5463.0,M
7402-59171-0007_5688-41232-0040,7402.0,M,5688.0,F
8324-286683-0008_460-172359-0099,8324.0,F,460.0,M
2691-156750-0026_3879-173592-0024,2691.0,F,3879.0,F
4014-186175-0038_4195-186238-0013,4014.0,M,4195.0,F
3607-135982-0014_7800-283492-0029,3607.0,M,7800.0,F
8051-295385-0025_7302-86814-0049,8051.0,F,7302.0,F
4406-16883-0035_5322-7680-0029,4406.0,M,5322.0,M
7302-86815-0011_1723-141149-0087,7302.0,F,1723.0,M
3879-174923-0039_403-128339-0042,3879.0,F,403.0,F
40-222-0068_5463-39173-0005,40.0,F,5463.0,M
5463-39173-0040_1355-39947-0030,5463.0,M,1355.0,M
3723-171115-0045_8088-284756-0111,3723.0,M,8088.0,M
1624-142933-0035_2989-138028-0024,1624.0,M,2989.0,F
26-495-0038_2092-145709-0000,26.0,M,2092.0,F
8088-284756-0119_2007-149877-0043,8088.0,M,2007.0,F
200-124140-0000_6415-116629-0031,200.0,F,6415.0,F
909-131045-0038_7113-86041-0043,909.0,M,7113.0,F
7278-91083-0022_328-129766-0082,7278.0,M,328.0,F
3664-178366-0014_8629-261139-0065,3664.0,M,8629.0,M
2002-139469-0063_6272-70191-0020,2002.0,M,6272.0,F
3982-178459-0041_4406-16883-0054,3982.0,F,4406.0,M
2817-142371-0024_2911-15084-0000,2817.0,F,2911.0,M
7148-59157-0014_5390-30096-0002,7148.0,F,5390.0,M
118-47824-0066_8975-270782-0070,118.0,M,8975.0,F
7148-7763-0022_3240-131231-0024,7148.0,F,3240.0,M
163-122947-0035_2764-36619-0003,163.0,M,2764.0,F
7447-91187-0062_2092-145709-0012,7447.0,M,2092.0,F
4160-11550-0009_458-126290-0014,4160.0,F,458.0,M
5778-54535-0004_200-124139-0036,5778.0,F,200.0,F
1034-121119-0058_2416-152139-0052,1034.0,M,2416.0,F
3879-173592-0035_5339-14133-0056,3879.0,F,5339.0,F
3440-171009-0050_1455-138263-0038,3440.0,F,1455.0,M
8098-278278-0022_7264-92314-0026,8098.0,M,7264.0,M
8580-287364-0020_1926-143879-0002,8580.0,M,1926.0,F
302-123504-0002_5867-48852-0043,302.0,F,5867.0,F
2836-5354-0005_7859-102521-0007,2836.0,F,7859.0,F
302-123523-0003_8609-262281-0006,302.0,F,8609.0,M
2518-154825-0021_1723-141149-0062,2518.0,M,1723.0,M
6019-3185-0061_6848-252323-0020,6019.0,M,6848.0,M
4441-76263-0032_2518-154825-0015,4441.0,M,2518.0,M
2843-152918-0064_4051-11218-0054,2843.0,M,4051.0,F
1081-125237-0024_2391-145015-0019,1081.0,M,2391.0,F
911-128684-0024_5104-33407-0040,911.0,M,5104.0,M
669-129061-0064_6000-86686-0008,669.0,F,6000.0,F
1447-130551-0025_229-130880-0050,1447.0,F,229.0,M
5163-18515-0016_6925-80680-0053,5163.0,F,6925.0,M
3486-166446-0016_3374-298026-0032,3486.0,M,3374.0,M
5463-39174-0009_5163-39921-0026,5463.0,M,5163.0,F
1455-138263-0047_412-126975-0058,1455.0,M,412.0,M
5163-18515-0037_8975-270782-0099,5163.0,F,8975.0,F
196-122159-0005_4640-19188-0020,196.0,M,4640.0,F
8312-279791-0035_211-122442-0070,8312.0,F,211.0,F
7517-100442-0019_1235-135883-0007,7517.0,F,1235.0,M
2384-152900-0067_2817-142371-0034,2384.0,M,2817.0,F
89-218-0011_4195-186237-0006,89.0,F,4195.0,F
8425-246962-0011_6529-62554-0003,8425.0,M,6529.0,M
2196-170379-0005_302-123523-0001,2196.0,F,302.0,F
1502-122619-0066_298-126791-0001,1502.0,F,298.0,F
5192-19397-0024_1069-133699-0040,5192.0,M,1069.0,F
39-121914-0026_3830-12531-0023,39.0,F,3830.0,M
5104-33406-0045_7264-92314-0005,5104.0,M,7264.0,M
1246-124548-0014_8747-293952-0014,1246.0,F,8747.0,M
4088-158077-0030_6367-65536-0058,4088.0,F,6367.0,M
8747-293952-0007_8975-270782-0058,8747.0,M,8975.0,F
6415-111615-0037_8238-274553-0070,6415.0,F,8238.0,F
8088-284756-0118_2843-152918-0077,8088.0,M,2843.0,M
6181-216552-0001_3857-182317-0015,6181.0,M,3857.0,M
4297-13009-0032_60-121082-0038,4297.0,F,60.0,M
6437-66172-0021_6880-216547-0058,6437.0,M,6880.0,M
8324-286681-0010_460-172359-0048,8324.0,F,460.0,M
4640-19187-0039_4788-94904-0017,4640.0,F,4788.0,M
625-132118-0033_481-123720-0074,625.0,M,481.0,M
7635-105409-0056_7078-271888-0095,7635.0,F,7078.0,F
4088-158077-0092_4898-28461-0028,4088.0,F,4898.0,M
7511-102420-0024_4680-16042-0019,7511.0,F,4680.0,F
6529-62556-0010_8108-274318-0002,6529.0,M,8108.0,M
5049-25947-0053_2514-149482-0026,5049.0,M,2514.0,M
8797-294123-0055_5808-54425-0010,8797.0,M,5808.0,M
669-129074-0025_103-1241-0031,669.0,F,103.0,F
3240-131231-0012_4898-28461-0018,3240.0,M,4898.0,M
6181-216552-0016_3112-9555-0076,6181.0,M,3112.0,F
481-123720-0068_403-216-0006,481.0,M,403.0,F
1246-124550-0025_8324-286682-0006,1246.0,F,8324.0,F
8095-274346-0014_8324-286682-0044,8095.0,M,8324.0,F
5163-39921-0051_6415-100596-0029,5163.0,F,6415.0,F
6272-70171-0000_1355-39947-0007,6272.0,F,1355.0,M
8629-261140-0017_2384-152900-0012,8629.0,M,2384.0,M
298-126790-0009_3664-178355-0007,298.0,F,3664.0,M
4214-7146-0032_1743-142914-0018,4214.0,F,1743.0,M
7264-92310-0014_3168-173565-0017,7264.0,M,3168.0,M
1447-130552-0001_39-121914-0023,1447.0,F,39.0,F
3807-4955-0006_7059-77897-0004,3807.0,M,7059.0,F
2764-36619-0002_4640-19187-0038,2764.0,F,4640.0,F
5652-19215-0019_26-495-0043,5652.0,F,26.0,M
1963-147036-0011_1867-154075-0017,1963.0,F,1867.0,M
5339-14134-0002_412-126975-0044,5339.0,F,412.0,M
311-124404-0037_4297-13009-0035,311.0,M,4297.0,F
1926-143879-0019_2910-131096-0083,1926.0,F,2910.0,F
26-495-0034_7078-271888-0072,26.0,M,7078.0,F
1970-26100-0000_6563-285357-0034,1970.0,F,6563.0,M
3112-9555-0019_7226-86965-0003,3112.0,F,7226.0,M
5322-7680-0028_4214-7146-0028,5322.0,M,4214.0,F
7402-90848-0060_7859-102519-0027,7402.0,M,7859.0,F
1553-140048-0001_730-358-0021,1553.0,F,730.0,F
229-130880-0019_32-21631-0014,229.0,M,32.0,F
412-126975-0018_4051-10927-0003,412.0,M,4051.0,F
298-126791-0043_4014-186176-0007,298.0,F,4014.0,M
1116-132851-0014_1926-143879-0004,1116.0,F,1926.0,F
3240-131232-0022_4297-13009-0021,3240.0,M,4297.0,F
7402-90848-0015_446-123501-0000,7402.0,M,446.0,M
2514-149482-0056_6019-3185-0045,2514.0,M,6019.0,M
7113-86041-0052_2002-139469-0008,7113.0,F,2002.0,M
198-209-0000_1355-39947-0013,198.0,F,1355.0,M
8580-287363-0035_8238-283452-0035,8580.0,M,8238.0,F
4018-107312-0033_3374-298025-0006,4018.0,M,3374.0,M
7302-86815-0022_1081-125237-0087,7302.0,F,1081.0,M
4441-76262-0003_1578-140049-0029,4441.0,M,1578.0,F
6019-3185-0110_7312-92432-0017,6019.0,M,7312.0,M
200-124139-0002_7148-59157-0005,200.0,F,7148.0,F
211-122425-0060_4214-7146-0009,211.0,F,4214.0,F
426-122822-0005_1963-142393-0022,426.0,F,1963.0,F
6272-70171-0036_8098-278252-0017,6272.0,F,8098.0,M
6531-61334-0118_4853-27671-0038,6531.0,F,4853.0,F
4788-91208-0018_125-121124-0045,4788.0,M,125.0,F
250-140277-0007_5808-48608-0051,250.0,F,5808.0,M
625-132118-0008_1841-150351-0013,625.0,M,1841.0,F
587-41611-0006_6529-62556-0023,587.0,F,6529.0,M
5561-39621-0026_6563-63821-0038,5561.0,F,6563.0,M
1963-142393-0025_1334-135589-0084,1963.0,F,1334.0,M
89-219-0024_322-124147-0038,89.0,F,322.0,F
1898-145702-0019_5393-19219-0054,1898.0,F,5393.0,F
1723-141149-0111_2384-152900-0081,1723.0,M,2384.0,M
412-126975-0054_2514-149482-0071,412.0,M,2514.0,M
5514-19193-0021_6385-34655-0034,5514.0,F,6385.0,F
83-11691-0010_8630-305213-0051,83.0,F,8630.0,M
4898-28461-0019_5750-100289-0022,4898.0,M,5750.0,M
8098-278278-0030_40-121026-0012,8098.0,M,40.0,F
3526-175658-0003_1867-148436-0038,3526.0,F,1867.0,M
233-134440-0006_7067-76048-0000,233.0,M,7067.0,M
441-128988-0026_1992-141719-0031,441.0,F,1992.0,F
8629-261139-0039_2764-36619-0010,8629.0,M,2764.0,F
7264-92316-0007_1502-122615-0015,7264.0,M,1502.0,F
78-369-0021_374-180298-0064,78.0,M,374.0,M
2002-139469-0003_8797-294123-0026,2002.0,M,8797.0,M
374-180298-0015_4859-29340-0033,374.0,M,4859.0,M
405-130894-0060_87-121553-0102,405.0,M,87.0,F
150-132655-0012_3879-173592-0015,150.0,F,3879.0,F
1088-129236-0029_1183-133256-0019,1088.0,F,1183.0,F
5104-33407-0038_8425-291444-0013,5104.0,M,8425.0,M
6415-100596-0014_5339-14134-0003,6415.0,F,5339.0,F
8770-295463-0026_2416-152139-0062,8770.0,M,2416.0,F
1116-137572-0002_730-359-0039,1116.0,F,730.0,F
8630-305212-0014_5703-47212-0045,8630.0,M,5703.0,M
1334-135589-0106_8419-286667-0022,1334.0,M,8419.0,M
8123-275216-0003_125-121124-0022,8123.0,F,125.0,F
3526-175658-0029_7800-283493-0030,3526.0,F,7800.0,F
8838-298545-0011_8098-278278-0001,8838.0,M,8098.0,M
83-9960-0013_6848-252323-0016,83.0,F,6848.0,M
460-172357-0008_200-124140-0006,460.0,M,200.0,F
5339-14134-0054_7402-59171-0015,5339.0,F,7402.0,M
1841-179183-0001_6209-34601-0034,1841.0,F,6209.0,M
1235-135884-0007_5778-12761-0039,1235.0,M,5778.0,F
911-130578-0000_1069-133699-0026,911.0,M,1069.0,F
2416-152139-0054_250-142276-0044,2416.0,F,250.0,F
250-142276-0025_4195-186237-0032,250.0,F,4195.0,F
289-121652-0002_5652-19215-0001,289.0,F,5652.0,F
5808-48608-0035_89-218-0034,5808.0,M,89.0,F
1841-179183-0020_4340-15220-0022,1841.0,F,4340.0,F
458-126305-0008_909-131044-0033,458.0,M,909.0,M
3214-167602-0009_8226-274371-0041,3214.0,M,8226.0,M
3240-131231-0009_8123-275209-0016,3240.0,M,8123.0,F
587-41619-0021_39-121915-0014,587.0,F,39.0,F
8098-278252-0030_5456-58161-0026,8098.0,M,5456.0,M
4362-15663-0094_7226-86964-0055,4362.0,F,7226.0,M
4406-16882-0039_5322-7680-0004,4406.0,M,5322.0,M
211-122442-0005_6880-216547-0005,211.0,F,6880.0,M
7113-86041-0016_248-130644-0021,7113.0,F,248.0,F
887-123290-0013_3259-158083-0112,887.0,F,3259.0,F
3723-171115-0034_8051-295385-0003,3723.0,M,8051.0,F
5456-58161-0018_4137-11701-0012,5456.0,M,4137.0,F
1963-147036-0034_5163-18515-0023,1963.0,F,5163.0,F
5789-70653-0024_3664-11714-0027,5789.0,F,3664.0,M
7794-295955-0011_6415-111615-0021,7794.0,F,6415.0,F
8465-246940-0025_6531-61334-0124,8465.0,F,6531.0,F
4088-158077-0054_1116-137572-0029,4088.0,F,1116.0,F
2416-152139-0027_163-122947-0085,2416.0,F,163.0,M
4297-13009-0024_248-130652-0014,4297.0,F,248.0,F
6147-34605-0007_1502-122619-0055,6147.0,F,1502.0,F
5390-24512-0013_4680-16042-0012,5390.0,M,4680.0,F
298-126791-0038_2764-36617-0034,298.0,F,2764.0,F
6454-107462-0016_254-127705-0013,6454.0,M,254.0,M
8324-286683-0031_302-123516-0031,8324.0,F,302.0,F
3235-11599-0008_481-123720-0035,3235.0,F,481.0,M
1116-132847-0037_8797-294123-0091,1116.0,F,8797.0,M
8838-298545-0023_5049-25947-0066,8838.0,M,5049.0,M
8095-274346-0010_7264-92316-0010,8095.0,M,7264.0,M
125-121124-0062_150-126107-0012,125.0,F,150.0,F
2764-36619-0008_1992-141719-0043,2764.0,F,1992.0,F
911-130578-0005_8630-305212-0006,911.0,M,8630.0,M
60-121082-0017_1867-154071-0012,60.0,M,1867.0,M
6064-56165-0014_2159-179156-0016,6064.0,F,2159.0,M
5104-33407-0019_2952-410-0024,5104.0,M,2952.0,M
2764-36616-0027_2092-145706-0064,2764.0,F,2092.0,F
1116-132851-0004_8123-275209-0020,1116.0,F,8123.0,F
1867-154075-0039_669-129061-0045,1867.0,M,669.0,F
226-131532-0013_6019-3185-0032,226.0,F,6019.0,M
1455-138263-0034_78-369-0047,1455.0,M,78.0,M
8123-275216-0029_8629-261139-0020,8123.0,F,8629.0,M
4195-186237-0020_5678-43302-0002,4195.0,F,5678.0,M
289-121665-0012_5688-15787-0019,289.0,F,5688.0,F
32-4137-0051_2911-15084-0004,32.0,F,2911.0,M
40-222-0045_1034-121119-0004,40.0,F,1034.0,M
7190-90542-0014_5393-19218-0000,7190.0,M,5393.0,F
3664-178366-0005_2843-152918-0090,3664.0,M,2843.0,M
403-126855-0016_445-123860-0007,403.0,F,445.0,M
3440-171009-0043_2416-152139-0056,3440.0,F,2416.0,F
4214-7146-0038_6836-76549-0005,4214.0,F,6836.0,M
5322-7680-0026_3983-5331-0005,5322.0,M,3983.0,F
911-128684-0055_8063-274115-0018,911.0,M,8063.0,M
289-121652-0009_4788-91208-0021,289.0,F,4788.0,M
4267-287369-0020_3374-298026-0009,4267.0,M,3374.0,M
89-219-0014_4340-15220-0026,89.0,F,4340.0,F
6880-216547-0028_7859-102518-0000,6880.0,M,7859.0,F
4160-14187-0015_7859-102521-0017,4160.0,F,7859.0,F
7800-283492-0008_831-130746-0014,7800.0,F,831.0,M
6415-111615-0001_2843-152918-0033,6415.0,F,2843.0,M
8580-287363-0032_6531-61334-0067,8580.0,M,6531.0,F
6147-34606-0007_27-124992-0071,6147.0,F,27.0,M
8095-274346-0026_625-132112-0010,8095.0,M,625.0,M
6209-34599-0026_32-4137-0008,6209.0,M,32.0,F
669-129061-0056_229-130880-0012,669.0,F,229.0,M
27-124992-0008_1040-133433-0006,27.0,M,1040.0,M
3857-182315-0026_1743-142913-0018,3857.0,M,1743.0,M
6563-63821-0030_6064-56165-0008,6563.0,M,6064.0,F
6454-107462-0001_8468-294887-0017,6454.0,M,8468.0,F
4014-186183-0000_6415-100596-0028,4014.0,M,6415.0,F
3830-12535-0002_1069-133699-0010,3830.0,M,1069.0,F
1116-132847-0002_5463-39173-0039,1116.0,F,5463.0,M
7190-90543-0017_5561-39621-0023,7190.0,M,5561.0,F
2289-152258-0002_5192-19397-0035,2289.0,M,5192.0,M
4406-16882-0057_8419-286676-0019,4406.0,M,8419.0,M
1447-130552-0005_311-124404-0003,1447.0,F,311.0,M
7078-271888-0055_211-122442-0059,7078.0,F,211.0,F
8312-279790-0041_3664-178366-0001,8312.0,F,3664.0,M
302-123523-0034_1737-142397-0002,302.0,F,1737.0,F
7794-295955-0004_4481-17498-0044,7794.0,F,4481.0,F
125-121124-0084_2391-145015-0066,125.0,F,2391.0,F
6078-54013-0066_909-131044-0008,6078.0,F,909.0,M
8051-119902-0027_1081-125237-0005,8051.0,F,1081.0,M
2989-138028-0065_8630-305213-0018,2989.0,F,8630.0,M
118-47824-0069_2764-36617-0012,118.0,M,2764.0,F
26-496-0020_328-129766-0051,26.0,M,328.0,F
2518-154826-0044_32-4137-0024,2518.0,M,32.0,F
6064-56165-0016_2893-139322-0049,6064.0,F,2893.0,M
7178-34644-0009_2843-152918-0075,7178.0,F,2843.0,M
1455-138263-0025_5456-62043-0030,1455.0,M,5456.0,M
7278-246956-0027_8797-294123-0068,7278.0,M,8797.0,M
2159-179156-0020_587-41611-0010,2159.0,M,587.0,F
5703-47198-0016_4160-11549-0008,5703.0,M,4160.0,F
5652-39938-0004_3857-182317-0026,5652.0,F,3857.0,M
