mixture_ID,speaker_1_ID,speaker_1_sex,speaker_2_ID,speaker_2_sex,speaker_3_ID,speaker_3_sex,speaker_4_ID,speaker_4_sex,speaker_5_ID,speaker_5_sex
1992-141719-0050_3983-5371-0041_6437-66172-0030_8629-261139-0032_3947-13260-0043,1992.0,F,3983.0,F,6437.0,M,8629.0,M,3947.0,F
2514-149482-0000_6880-216547-0019_1553-140047-0010_6531-61334-0077_3526-175658-0032,2514.0,M,6880.0,M,1553.0,F,6531.0,F,3526.0,F
3242-67168-0032_89-218-0002_8108-274318-0014_403-216-0004_200-124140-0014,3242.0,M,89.0,F,8108.0,M,403.0,F,200.0,F
6437-66173-0052_2416-152137-0035_3526-176653-0037_909-131045-0032_5750-100289-0069,6437.0,M,2416.0,F,3526.0,F,909.0,M,5750.0,M
7113-86041-0074_6476-57446-0049_201-122255-0000_4297-13006-0023_2384-152900-0075,7113.0,F,6476.0,F,201.0,M,4297.0,F,2384.0,M
1246-124550-0022_412-126975-0012_4788-91208-0011_3947-13262-0041_1624-168623-0052,1246.0,F,412.0,M,4788.0,M,3947.0,F,1624.0,M
211-122442-0025_7226-86964-0000_26-496-0024_3242-67153-0012_5867-48852-0021,211.0,F,7226.0,M,26.0,M,3242.0,M,5867.0,F
2002-139469-0095_7302-86815-0015_4680-16041-0004_2764-36619-0009_198-209-0020,2002.0,M,7302.0,F,4680.0,F,2764.0,F,198.0,F
2764-36619-0039_89-218-0029_911-128684-0070_7402-59171-0020_8014-112602-0005,2764.0,F,89.0,F,911.0,M,7402.0,M,8014.0,F
1743-142913-0024_1040-133433-0049_150-126107-0038_5104-33407-0032_8098-278278-0010,1743.0,M,1040.0,M,150.0,F,5104.0,M,8098.0,M
1040-133433-0042_1098-133695-0072_6437-66173-0006_8123-275216-0045_163-122947-0000,1040.0,M,1098.0,F,6437.0,M,8123.0,F,163.0,M
5322-7678-0038_250-142286-0023_1723-141149-0110_328-129766-0089_4214-7146-0040,5322.0,M,250.0,F,1723.0,M,328.0,F,4214.0,F
83-3054-0001_150-126107-0004_8226-274371-0046_4195-186237-0007_6437-66173-0062,83.0,F,150.0,F,8226.0,M,4195.0,F,6437.0,M
3112-9555-0077_8797-294123-0095_1841-159771-0039_625-132112-0020_587-41619-0023,3112.0,F,8797.0,M,1841.0,F,625.0,M,587.0,F
1363-135842-0042_1737-146161-0013_7800-283492-0013_322-124147-0081_4297-13009-0043,1363.0,F,1737.0,F,7800.0,F,322.0,F,4297.0,F
481-123719-0030_7178-34644-0023_730-359-0017_8609-283227-0023_6531-61334-0092,481.0,M,7178.0,F,730.0,F,8609.0,M,6531.0,F
8465-246947-0011_5192-19396-0007_40-222-0057_3830-12531-0029_6925-80680-0072,8465.0,F,5192.0,M,40.0,F,3830.0,M,6925.0,M
3374-298032-0007_2843-152918-0085_19-227-0035_5688-41232-0063_2436-2477-0014,3374.0,M,2843.0,M,19.0,F,5688.0,F,2436.0,M
6209-34599-0033_1737-142396-0004_5652-39938-0006_3168-173565-0013_2836-5354-0004,6209.0,M,1737.0,F,5652.0,F,3168.0,M,2836.0,F
7264-92310-0026_248-130644-0019_7190-90542-0054_7067-76047-0035_5456-62043-0006,7264.0,M,248.0,F,7190.0,M,7067.0,M,5456.0,M
4441-76250-0002_83-9960-0052_1502-122619-0022_2136-5140-0040_460-172359-0064,4441.0,M,83.0,F,1502.0,F,2136.0,M,460.0,M
7635-105661-0013_7367-86737-0001_1743-142912-0021_3982-178459-0014_669-129061-0058,7635.0,F,7367.0,M,1743.0,M,3982.0,F,669.0,F
5390-24512-0020_1246-124548-0051_6147-34607-0034_298-126791-0050_5688-41232-0071,5390.0,M,1246.0,F,6147.0,F,298.0,F,5688.0,F
8425-287387-0025_3486-166446-0028_83-11691-0018_3374-298026-0028_7505-258964-0000,8425.0,M,3486.0,M,83.0,F,3374.0,M,7505.0,M
5339-14134-0055_5703-47212-0032_7264-92316-0039_412-126975-0022_446-123502-0042,5339.0,F,5703.0,M,7264.0,M,412.0,M,446.0,M
196-122159-0022_6437-66173-0039_289-121665-0028_4362-15663-0006_8014-280382-0004,196.0,M,6437.0,M,289.0,F,4362.0,F,8014.0,F
4051-11218-0054_5514-19193-0019_2989-138028-0051_6019-3185-0022_4813-248641-0031,4051.0,F,5514.0,F,2989.0,F,6019.0,M,4813.0,M
4051-11218-0039_3857-182317-0008_8465-246940-0005_5750-100289-0059_1363-139304-0000,4051.0,F,3857.0,M,8465.0,F,5750.0,M,1363.0,F
4481-17499-0002_5022-29405-0029_40-121026-0023_198-209-0019_4680-16026-0003,4481.0,F,5022.0,F,40.0,F,198.0,F,4680.0,F
3168-173565-0050_8123-275216-0015_3242-67153-0030_8088-284756-0107_3857-182315-0045,3168.0,M,8123.0,F,3242.0,M,8088.0,M,3857.0,M
5678-43303-0017_1898-145715-0001_7794-295947-0033_7511-102420-0015_7067-76048-0022,5678.0,M,1898.0,F,7794.0,F,7511.0,F,7067.0,M
3807-4923-0022_6848-76049-0010_2514-149482-0042_3879-173592-0007_8226-274369-0054,3807.0,M,6848.0,M,2514.0,M,3879.0,F,8226.0,M
7794-295955-0026_198-126831-0025_1455-138263-0053_7800-283493-0008_1081-125237-0081,7794.0,F,198.0,F,1455.0,M,7800.0,F,1081.0,M
226-131533-0000_2002-139469-0007_5688-41232-0050_83-3054-0012_4018-107312-0024,226.0,F,2002.0,M,5688.0,F,83.0,F,4018.0,M
2910-131096-0015_19-227-0044_8312-279790-0034_229-130880-0087_27-123349-0024,2910.0,F,19.0,F,8312.0,F,229.0,M,27.0,M
4267-72637-0002_1743-142912-0018_7402-59171-0001_1040-133433-0034_248-130652-0008,4267.0,M,1743.0,M,7402.0,M,1040.0,M,248.0,F
4014-186175-0020_5322-7679-0011_3242-8112-0023_3526-175658-0031_4788-294466-0012,4014.0,M,5322.0,M,3242.0,M,3526.0,F,4788.0,M
6064-56165-0002_1069-133699-0022_1098-133695-0035_8468-295198-0010_1502-122615-0014,6064.0,F,1069.0,F,1098.0,F,8468.0,F,1502.0,F
250-142276-0004_458-126305-0022_7800-283493-0014_696-93314-0022_6880-216547-0015,250.0,F,458.0,M,7800.0,F,696.0,F,6880.0,M
4051-11217-0015_196-122150-0025_2416-152139-0060_2182-181173-0020_1723-141149-0105,4051.0,F,196.0,M,2416.0,F,2182.0,F,1723.0,M
32-21625-0017_831-130739-0041_2843-152918-0108_1867-154071-0043_7302-86815-0057,32.0,F,831.0,M,2843.0,M,1867.0,M,7302.0,F
5514-19192-0003_3947-13262-0018_5339-14133-0042_332-128985-0053_6385-220959-0020,5514.0,F,3947.0,F,5339.0,F,332.0,M,6385.0,F
8108-280359-0014_233-134440-0000_4680-16042-0037_1841-150351-0027_460-172359-0053,8108.0,M,233.0,M,4680.0,F,1841.0,F,460.0,M
4813-248641-0048_32-4137-0031_211-122425-0012_7635-105409-0041_5514-19193-0005,4813.0,M,32.0,F,211.0,F,7635.0,F,5514.0,F
39-121915-0023_289-121665-0006_1624-142933-0030_1246-124548-0025_8465-246940-0028,39.0,F,289.0,F,1624.0,M,1246.0,F,8465.0,F
8419-286667-0030_1594-135914-0012_125-121124-0002_7635-105409-0064_5867-48852-0000,8419.0,M,1594.0,M,125.0,F,7635.0,F,5867.0,F
4340-15220-0048_5339-14134-0017_7178-34644-0007_405-130895-0008_458-126305-0018,4340.0,F,5339.0,F,7178.0,F,405.0,M,458.0,M
5390-30102-0000_3526-176651-0015_4088-158077-0002_5867-48852-0079_4898-28461-0059,5390.0,M,3526.0,F,4088.0,F,5867.0,F,4898.0,M
3112-9554-0014_248-130697-0028_3259-158083-0106_4014-186179-0039_3857-182315-0009,3112.0,F,248.0,F,3259.0,F,4014.0,M,3857.0,M
6209-34599-0017_6367-65536-0027_125-121124-0079_211-122442-0021_2989-138028-0075,6209.0,M,6367.0,M,125.0,F,211.0,F,2989.0,F
1363-135842-0026_5104-33407-0045_2843-152918-0011_1963-147036-0008_730-360-0031,1363.0,F,5104.0,M,2843.0,M,1963.0,F,730.0,F
233-155990-0035_4014-186176-0005_5867-48852-0043_6064-56168-0011_2989-138035-0040,233.0,M,4014.0,M,5867.0,F,6064.0,F,2989.0,F
6476-57446-0052_403-126855-0014_298-126791-0005_7148-59157-0040_6531-61334-0099,6476.0,F,403.0,F,298.0,F,7148.0,F,6531.0,F
7178-34644-0059_5652-19215-0011_2136-5147-0028_3982-182255-0015_1455-138263-0019,7178.0,F,5652.0,F,2136.0,M,3982.0,F,1455.0,M
1841-150351-0026_5867-48852-0064_8098-278252-0011_7067-76047-0021_2691-156750-0009,1841.0,F,5867.0,F,8098.0,M,7067.0,M,2691.0,F
6415-116629-0026_89-219-0049_83-11691-0045_1841-179183-0014_7226-86964-0030,6415.0,F,89.0,F,83.0,F,1841.0,F,7226.0,M
4018-103416-0036_7278-91083-0021_8747-293952-0095_4340-15220-0074_2092-145706-0039,4018.0,M,7278.0,M,8747.0,M,4340.0,F,2092.0,F
6078-54013-0063_8123-275216-0039_7517-100437-0013_1034-121119-0038_5393-19219-0010,6078.0,F,8123.0,F,7517.0,F,1034.0,M,5393.0,F
8975-270782-0093_7794-295948-0025_458-126305-0021_7302-86815-0069_5390-24512-0021,8975.0,F,7794.0,F,458.0,M,7302.0,F,5390.0,M
8465-246947-0005_1183-128659-0013_4018-107312-0010_831-130746-0014_60-121082-0090,8465.0,F,1183.0,F,4018.0,M,831.0,M,60.0,M
27-123349-0058_307-127535-0026_426-122821-0021_4195-17507-0037_5678-43301-0020,27.0,M,307.0,M,426.0,F,4195.0,F,5678.0,M
426-122821-0012_5339-14133-0036_1246-124548-0041_5393-19218-0008_3214-167607-0004,426.0,F,5339.0,F,1246.0,F,5393.0,F,3214.0,M
83-9960-0047_1235-135883-0041_1963-147036-0013_3947-13260-0045_7113-86041-0088,83.0,F,1235.0,M,1963.0,F,3947.0,F,7113.0,F
5192-19397-0028_7148-7763-0029_2416-152139-0036_1116-132847-0021_4214-7146-0073,5192.0,M,7148.0,F,2416.0,F,1116.0,F,4214.0,F
6385-34669-0001_1723-141149-0071_8108-274318-0019_8609-283227-0028_2514-149482-0085,6385.0,F,1723.0,M,8108.0,M,8609.0,M,2514.0,M
3242-67168-0017_911-128684-0000_322-124147-0057_3983-5371-0029_4137-11701-0044,3242.0,M,911.0,M,322.0,F,3983.0,F,4137.0,F
1246-124548-0036_5561-39621-0011_5104-33407-0035_6563-63821-0034_298-126790-0021,1246.0,F,5561.0,F,5104.0,M,6563.0,M,298.0,F
8063-274116-0030_1355-39947-0039_8425-291444-0016_3486-166446-0040_730-358-0046,8063.0,M,1355.0,M,8425.0,M,3486.0,M,730.0,F
446-123501-0042_8419-293469-0003_4195-17507-0009_2952-408-0017_7078-271888-0025,446.0,M,8419.0,M,4195.0,F,2952.0,M,7078.0,F
3214-167602-0014_8226-274369-0030_2764-36617-0003_6563-285357-0038_4014-186175-0023,3214.0,M,8226.0,M,2764.0,F,6563.0,M,4014.0,M
8051-118101-0005_6836-61803-0000_426-122821-0008_2989-138028-0058_5456-62014-0013,8051.0,F,6836.0,M,426.0,F,2989.0,F,5456.0,M
4406-16882-0003_8312-279790-0023_4160-11549-0004_103-1241-0037_2391-145015-0051,4406.0,M,8312.0,F,4160.0,F,103.0,F,2391.0,F
26-496-0013_125-121342-0008_6836-61804-0028_2002-139469-0100_3830-12530-0035,26.0,M,125.0,F,6836.0,M,2002.0,M,3830.0,M
403-128339-0018_3235-28433-0032_1447-130550-0027_4297-13009-0002_2836-5355-0048,403.0,F,3235.0,F,1447.0,F,4297.0,F,2836.0,F
1743-142913-0008_3436-172162-0001_5104-33407-0044_5463-39174-0042_8312-279790-0030,1743.0,M,3436.0,M,5104.0,M,5463.0,M,8312.0,F
1447-130552-0026_19-227-0067_8238-283452-0006_332-128985-0024_3879-174923-0056,1447.0,F,19.0,F,8238.0,F,332.0,M,3879.0,F
5678-43302-0032_8609-283227-0055_1334-135589-0062_2002-139469-0076_5163-39921-0044,5678.0,M,8609.0,M,1334.0,M,2002.0,M,5163.0,F
298-126791-0027_6836-61803-0022_4195-17507-0032_374-180298-0060_3983-5331-0020,298.0,F,6836.0,M,4195.0,F,374.0,M,3983.0,F
6385-34669-0019_4853-27671-0013_3374-298026-0014_6078-54013-0060_1455-138263-0015,6385.0,F,4853.0,F,3374.0,M,6078.0,F,1455.0,M
5163-39921-0020_7278-104730-0001_1355-39947-0007_3214-167602-0015_445-123857-0027,5163.0,F,7278.0,M,1355.0,M,3214.0,M,445.0,M
445-123857-0026_8468-286673-0014_4362-15663-0066_6880-216547-0024_1069-133699-0043,445.0,M,8468.0,F,4362.0,F,6880.0,M,1069.0,F
1926-147979-0026_8747-293952-0065_8014-280382-0006_1455-138263-0012_328-129766-0016,1926.0,F,8747.0,M,8014.0,F,1455.0,M,328.0,F
6818-68772-0048_7517-100429-0024_2691-156755-0012_458-126305-0000_3664-178366-0021,6818.0,F,7517.0,F,2691.0,F,458.0,M,3664.0,M
1088-134318-0017_2817-142371-0053_8123-275193-0019_4898-20016-0037_5561-41615-0039,1088.0,F,2817.0,F,8123.0,F,4898.0,M,5561.0,F
839-130898-0070_458-126290-0017_1263-139804-0001_696-92939-0033_2007-149877-0061,839.0,M,458.0,M,1263.0,F,696.0,F,2007.0,F
322-124147-0078_7367-86737-0095_8312-279791-0009_446-123501-0034_5104-33407-0019,322.0,F,7367.0,M,8312.0,F,446.0,M,5104.0,M
2893-139310-0036_4898-28461-0023_322-124146-0027_7505-83618-0025_4051-11218-0029,2893.0,M,4898.0,M,322.0,F,7505.0,M,4051.0,F
481-123719-0031_8419-286676-0027_4340-15220-0075_7859-102519-0002_3440-171006-0016,481.0,M,8419.0,M,4340.0,F,7859.0,F,3440.0,F
2764-36619-0019_1723-141149-0039_6818-76332-0049_1624-168623-0012_8095-274345-0031,2764.0,F,1723.0,M,6818.0,F,1624.0,M,8095.0,M
2911-15084-0000_7447-91187-0035_6209-34601-0031_3235-28433-0018_78-368-0023,2911.0,M,7447.0,M,6209.0,M,3235.0,F,78.0,M
3240-131232-0026_1098-133695-0061_911-130578-0001_2289-152253-0012_374-180298-0062,3240.0,M,1098.0,F,911.0,M,2289.0,M,374.0,M
3242-8112-0019_7511-102419-0001_5652-39938-0028_4640-19188-0039_78-369-0002,3242.0,M,7511.0,F,5652.0,F,4640.0,F,78.0,M
3664-178355-0025_6209-34601-0012_5192-19397-0085_5703-47198-0033_831-130739-0030,3664.0,M,6209.0,M,5192.0,M,5703.0,M,831.0,M
625-132118-0024_103-1241-0011_1040-133433-0050_89-218-0016_1455-138263-0052,625.0,M,103.0,F,1040.0,M,89.0,F,1455.0,M
254-127705-0011_6147-34607-0005_1363-139304-0036_446-123502-0032_625-132112-0005,254.0,M,6147.0,F,1363.0,F,446.0,M,625.0,M
4830-25904-0028_8975-270782-0015_696-93314-0041_233-134440-0038_4051-11218-0057,4830.0,M,8975.0,F,696.0,F,233.0,M,4051.0,F
6209-34599-0031_426-122821-0010_5163-18515-0034_7859-102519-0028_1578-140049-0035,6209.0,M,426.0,F,5163.0,F,7859.0,F,1578.0,F
163-122947-0008_198-126831-0010_7278-246956-0030_730-360-0038_2518-154826-0012,163.0,M,198.0,F,7278.0,M,730.0,F,2518.0,M
3830-12530-0025_200-124139-0017_412-126975-0084_8312-279791-0013_7278-246956-0010,3830.0,M,200.0,F,412.0,M,8312.0,F,7278.0,M
40-121026-0017_4406-16883-0002_2836-5354-0014_8088-284756-0032_587-54108-0053,40.0,F,4406.0,M,2836.0,F,8088.0,M,587.0,F
3983-5331-0044_307-127535-0028_5703-47212-0011_6209-34600-0028_7226-86964-0055,3983.0,F,307.0,M,5703.0,M,6209.0,M,7226.0,M
1363-139304-0005_4441-76263-0036_4830-25898-0003_311-124404-0101_8797-294123-0089,1363.0,F,4441.0,M,4830.0,M,311.0,M,8797.0,M
83-9960-0049_5339-14133-0015_4051-11218-0034_8747-293952-0066_2136-5143-0010,83.0,F,5339.0,F,4051.0,F,8747.0,M,2136.0,M
5192-19397-0079_8838-298545-0052_4788-94904-0029_4195-186236-0019_4137-11702-0045,5192.0,M,8838.0,M,4788.0,M,4195.0,F,4137.0,F
7367-86737-0052_87-121553-0027_2989-138028-0014_2391-145015-0071_3240-131232-0029,7367.0,M,87.0,F,2989.0,F,2391.0,F,3240.0,M
40-222-0037_19-227-0064_1116-137572-0039_4018-103416-0031_3807-4923-0046,40.0,F,19.0,F,1116.0,F,4018.0,M,3807.0,M
3699-19402-0004_1723-141149-0073_89-219-0014_7178-34644-0075_5789-70653-0023,3699.0,M,1723.0,M,89.0,F,7178.0,F,5789.0,F
2843-152918-0036_426-122819-0027_8095-274348-0014_4830-25904-0001_60-121082-0064,2843.0,M,426.0,F,8095.0,M,4830.0,M,60.0,M
2384-152900-0050_7635-105409-0058_250-142276-0039_1263-141777-0023_103-1240-0025,2384.0,M,7635.0,F,250.0,F,1263.0,F,103.0,F
39-121915-0029_7178-34645-0020_2836-5355-0028_4137-11701-0052_7067-76047-0036,39.0,F,7178.0,F,2836.0,F,4137.0,F,7067.0,M
4441-76263-0042_3723-171631-0045_909-131044-0025_3807-4923-0038_5339-14133-0054,4441.0,M,3723.0,M,909.0,M,3807.0,M,5339.0,F
2843-152918-0046_8324-286683-0016_8465-246942-0025_2182-181183-0034_226-131533-0003,2843.0,M,8324.0,F,8465.0,F,2182.0,F,226.0,F
8051-118101-0037_1334-135589-0052_2764-36617-0031_233-134440-0036_332-128985-0058,8051.0,F,1334.0,M,2764.0,F,233.0,M,332.0,M
8770-295465-0037_460-172359-0073_1594-135914-0117_1970-26100-0033_6415-116629-0020,8770.0,M,460.0,M,1594.0,M,1970.0,F,6415.0,F
445-123860-0004_2182-181173-0032_1069-133699-0015_7635-105409-0065_5789-57195-0012,445.0,M,2182.0,F,1069.0,F,7635.0,F,5789.0,F
3830-12535-0008_5390-30102-0027_6529-62554-0022_7148-7763-0019_3214-167606-0028,3830.0,M,5390.0,M,6529.0,M,7148.0,F,3214.0,M
4362-15663-0056_87-121553-0032_1040-133433-0045_8088-284756-0059_1841-179183-0022,4362.0,F,87.0,F,1040.0,M,8088.0,M,1841.0,F
403-128339-0035_5390-30102-0029_445-123857-0004_5163-18515-0041_909-131044-0032,403.0,F,5390.0,M,445.0,M,5163.0,F,909.0,M
103-1240-0028_4898-20016-0036_4853-27670-0026_2436-2476-0007_8098-278252-0035,103.0,F,4898.0,M,4853.0,F,2436.0,M,8098.0,M
8630-305212-0016_2002-139469-0092_6454-93938-0024_8088-284756-0045_196-122150-0009,8630.0,M,2002.0,M,6454.0,M,8088.0,M,196.0,M
3723-171115-0032_5339-14134-0008_2893-139322-0005_1624-168623-0029_7635-105661-0029,3723.0,M,5339.0,F,2893.0,M,1624.0,M,7635.0,F
5652-19215-0043_328-129766-0074_1867-154075-0004_332-128985-0033_5463-39174-0013,5652.0,F,328.0,F,1867.0,M,332.0,M,5463.0,M
7794-295955-0024_4813-248641-0041_200-124139-0036_5703-47198-0036_5022-29411-0070,7794.0,F,4813.0,M,200.0,F,5703.0,M,5022.0,F
1926-143879-0012_8088-284756-0102_2289-152253-0023_669-129074-0026_1737-142397-0009,1926.0,F,8088.0,M,2289.0,M,669.0,F,1737.0,F
1926-147979-0025_8419-286667-0007_1743-142913-0000_3112-9555-0064_6209-34600-0014,1926.0,F,8419.0,M,1743.0,M,3112.0,F,6209.0,M
1069-133709-0011_5867-48852-0066_3879-173592-0019_4898-28461-0036_40-121026-0009,1069.0,F,5867.0,F,3879.0,F,4898.0,M,40.0,F
6454-120342-0024_1235-135883-0024_5339-14134-0064_909-131041-0008_1116-132847-0019,6454.0,M,1235.0,M,5339.0,F,909.0,M,1116.0,F
5463-39173-0036_3723-171631-0028_2764-36616-0006_6880-216547-0001_7190-90543-0014,5463.0,M,3723.0,M,2764.0,F,6880.0,M,7190.0,M
4362-15663-0072_6836-61803-0029_5750-100289-0017_412-126975-0020_3723-171115-0035,4362.0,F,6836.0,M,5750.0,M,412.0,M,3723.0,M
6818-68772-0000_730-358-0064_8095-274346-0000_328-129766-0071_6531-61334-0020,6818.0,F,730.0,F,8095.0,M,328.0,F,6531.0,F
7148-7763-0025_8465-246940-0024_1455-134435-0054_5652-39938-0031_2911-7601-0024,7148.0,F,8465.0,F,1455.0,M,5652.0,F,2911.0,M
87-121553-0070_3168-173564-0004_5703-47212-0046_1867-154075-0022_5678-43302-0010,87.0,F,3168.0,M,5703.0,M,1867.0,M,5678.0,M
1116-132847-0000_311-124404-0079_8629-261139-0008_6529-62554-0004_1553-140047-0004,1116.0,F,311.0,M,8629.0,M,6529.0,M,1553.0,F
254-27760-0004_6437-66173-0011_1841-179183-0028_6078-54007-0014_2910-131096-0080,254.0,M,6437.0,M,1841.0,F,6078.0,F,2910.0,F
403-216-0009_1898-145720-0016_226-131533-0013_8088-284756-0018_426-122822-0031,403.0,F,1898.0,F,226.0,F,8088.0,M,426.0,F
4397-15678-0034_322-124147-0019_6367-74004-0029_2159-179154-0037_3699-19401-0009,4397.0,M,322.0,F,6367.0,M,2159.0,M,3699.0,M
1841-150351-0003_2289-152258-0009_4137-11701-0028_8770-295465-0034_2436-2481-0035,1841.0,F,2289.0,M,4137.0,F,8770.0,M,2436.0,M
4088-158077-0092_6078-54013-0076_5049-25947-0017_3486-166446-0020_5808-54425-0021,4088.0,F,6078.0,F,5049.0,M,3486.0,M,5808.0,M
4898-28461-0040_2843-152918-0002_8419-286667-0022_78-369-0004_5703-47198-0053,4898.0,M,2843.0,M,8419.0,M,78.0,M,5703.0,M
7190-90543-0023_730-358-0055_3486-166424-0071_587-54108-0043_8098-278252-0031,7190.0,M,730.0,F,3486.0,M,587.0,F,8098.0,M
1743-142914-0006_311-124404-0077_669-129061-0036_1455-134435-0049_6476-57446-0043,1743.0,M,311.0,M,669.0,F,1455.0,M,6476.0,F
3947-13260-0000_1355-39947-0093_6064-300880-0034_2514-149482-0059_1088-134315-0047,3947.0,F,1355.0,M,6064.0,F,2514.0,M,1088.0,F
426-122821-0040_1553-140048-0017_254-127705-0038_32-21634-0008_6848-252323-0037,426.0,F,1553.0,F,254.0,M,32.0,F,6848.0,M
6209-34599-0011_2514-149482-0055_2196-170151-0002_5022-29411-0026_3240-131232-0010,6209.0,M,2514.0,M,2196.0,F,5022.0,F,3240.0,M
7067-76048-0035_4859-26870-0017_8051-119902-0031_5789-57195-0033_481-123720-0041,7067.0,M,4859.0,M,8051.0,F,5789.0,F,481.0,M
1034-121119-0033_403-128339-0047_831-130746-0054_6476-96661-0018_405-130894-0001,1034.0,M,403.0,F,831.0,M,6476.0,F,405.0,M
3486-166424-0036_4853-29413-0032_4014-186175-0032_8468-286673-0038_8975-270782-0009,3486.0,M,4853.0,F,4014.0,M,8468.0,F,8975.0,F
7059-77897-0001_4362-15663-0004_3664-178355-0011_2836-5354-0012_1263-141777-0017,7059.0,F,4362.0,F,3664.0,M,2836.0,F,1263.0,F
2836-5355-0011_2416-152137-0031_4680-16041-0032_696-93314-0023_6181-216552-0063,2836.0,F,2416.0,F,4680.0,F,696.0,F,6181.0,M
7190-90542-0031_6836-61803-0023_2182-150130-0029_8975-270782-0085_1502-122619-0020,7190.0,M,6836.0,M,2182.0,F,8975.0,F,1502.0,F
3699-19402-0000_87-121553-0010_6385-34669-0027_5104-33407-0038_7402-90848-0055,3699.0,M,87.0,F,6385.0,F,5104.0,M,7402.0,M
7511-102419-0043_211-122442-0018_7402-90848-0031_6000-55211-0059_7264-92314-0016,7511.0,F,211.0,F,7402.0,M,6000.0,F,7264.0,M
4830-25898-0051_7780-274562-0018_27-124992-0063_1081-125237-0026_1334-135589-0002,4830.0,M,7780.0,F,27.0,M,1081.0,M,1334.0,M
2911-12359-0022_2518-154826-0049_2092-145709-0015_7302-86815-0001_250-142276-0014,2911.0,M,2518.0,M,2092.0,F,7302.0,F,250.0,F
7635-105661-0042_1355-39947-0059_2893-139310-0017_1502-122619-0035_322-124147-0032,7635.0,F,1355.0,M,2893.0,M,1502.0,F,322.0,F
5867-48852-0058_3486-166446-0025_2817-142380-0010_3723-171631-0055_78-368-0009,5867.0,F,3486.0,M,2817.0,F,3723.0,M,78.0,M
1743-142914-0030_3879-174923-0064_1970-28415-0026_8108-280359-0001_2159-179157-0022,1743.0,M,3879.0,F,1970.0,F,8108.0,M,2159.0,M
8324-286683-0011_83-9960-0002_8425-287387-0019_426-122819-0008_8095-274346-0029,8324.0,F,83.0,F,8425.0,M,426.0,F,8095.0,M
1723-141149-0004_2289-152258-0015_6000-55211-0022_4853-27670-0015_125-121342-0015,1723.0,M,2289.0,M,6000.0,F,4853.0,F,125.0,F
2910-131096-0002_5561-41615-0023_4406-16883-0028_460-172359-0079_481-123720-0053,2910.0,F,5561.0,F,4406.0,M,460.0,M,481.0,M
8629-261140-0011_125-121124-0071_2384-152900-0043_6529-62554-0026_3112-9555-0062,8629.0,M,125.0,F,2384.0,M,6529.0,M,3112.0,F
5322-7678-0025_150-126107-0005_103-1240-0020_6181-216552-0010_1246-124550-0007,5322.0,M,150.0,F,103.0,F,6181.0,M,1246.0,F
2196-174172-0008_4859-22176-0020_4137-11702-0043_5652-19215-0027_32-21634-0007,2196.0,F,4859.0,M,4137.0,F,5652.0,F,32.0,F
2764-36617-0034_248-130644-0023_6078-54007-0040_2391-145015-0106_374-180298-0005,2764.0,F,248.0,F,6078.0,F,2391.0,F,374.0,M
8098-278252-0014_4195-17507-0024_1970-26100-0004_248-130652-0001_40-222-0051,8098.0,M,4195.0,F,1970.0,F,248.0,F,40.0,F
4051-11218-0026_2843-152918-0099_4214-7146-0042_7302-86815-0034_4441-76262-0036,4051.0,F,2843.0,M,4214.0,F,7302.0,F,4441.0,M
40-222-0044_250-142286-0010_8051-119902-0029_1723-141149-0002_103-1240-0045,40.0,F,250.0,F,8051.0,F,1723.0,M,103.0,F
5652-39938-0003_5867-48852-0050_1355-39947-0014_150-126112-0023_298-126791-0041,5652.0,F,5867.0,F,1355.0,M,150.0,F,298.0,F
7505-258958-0006_839-130898-0029_226-122538-0016_1098-133695-0020_5750-35690-0027,7505.0,M,839.0,M,226.0,F,1098.0,F,5750.0,M
458-126305-0005_730-359-0003_3526-176653-0020_163-122947-0061_5390-24512-0015,458.0,M,730.0,F,3526.0,F,163.0,M,5390.0,M
2989-138028-0024_374-180298-0036_311-124404-0018_481-123720-0029_405-130894-0009,2989.0,F,374.0,M,311.0,M,481.0,M,405.0,M
328-129766-0044_6476-57446-0012_4481-17499-0035_5678-43303-0016_8425-292520-0014,328.0,F,6476.0,F,4481.0,F,5678.0,M,8425.0,M
6272-70191-0034_1992-141719-0026_3664-11714-0025_1578-140049-0011_8238-274553-0037,6272.0,F,1992.0,F,3664.0,M,1578.0,F,8238.0,F
8123-275216-0022_3436-172162-0052_8051-118101-0012_5514-19192-0026_3112-9555-0037,8123.0,F,3436.0,M,8051.0,F,5514.0,F,3112.0,F
196-122152-0023_7511-102420-0047_5022-29411-0001_4788-91208-0000_4406-16883-0057,196.0,M,7511.0,F,5022.0,F,4788.0,M,4406.0,M
1898-145715-0047_39-121916-0029_3235-11599-0026_1963-142393-0032_426-122822-0003,1898.0,F,39.0,F,3235.0,F,1963.0,F,426.0,F
3947-13262-0040_163-122947-0077_1363-135842-0000_7780-274562-0025_233-134440-0049,3947.0,F,163.0,M,1363.0,F,7780.0,F,233.0,M
5750-100289-0027_669-129061-0056_1235-135887-0021_1841-150351-0013_7148-82991-0009,5750.0,M,669.0,F,1235.0,M,1841.0,F,7148.0,F
5322-7680-0030_4406-16882-0048_1034-121119-0020_5703-47212-0016_1263-139804-0023,5322.0,M,4406.0,M,1034.0,M,5703.0,M,1263.0,F
