mixture_ID,speaker_1_ID,speaker_1_sex,speaker_2_ID,speaker_2_sex,speaker_3_ID,speaker_3_sex
1098-133695-0036_254-27760-0031_8419-293473-0007,1098.0,F,254.0,M,8419.0,M
118-47824-0043_5192-19397-0068_2817-142371-0009,118.0,M,5192.0,M,2817.0,F
7402-59171-0046_887-123290-0026_3982-178459-0005,7402.0,M,887.0,F,3982.0,F
3830-12530-0030_7178-34645-0015_7800-283492-0018,3830.0,M,7178.0,F,7800.0,F
2159-179154-0011_8095-274346-0044_6880-216547-0027,2159.0,M,8095.0,M,6880.0,M
8630-305213-0020_2989-138035-0001_2182-150130-0038,8630.0,M,2989.0,F,2182.0,F
4137-11701-0016_200-124139-0016_5463-39173-0056,4137.0,F,200.0,F,5463.0,M
6181-216552-0017_7190-90542-0036_460-172359-0014,6181.0,M,7190.0,M,460.0,M
1841-150351-0022_6385-220959-0041_5703-47198-0054,1841.0,F,6385.0,F,5703.0,M
460-172359-0041_6529-62554-0027_446-123501-0045,460.0,M,6529.0,M,446.0,M
587-54108-0002_1867-148436-0009_2436-2477-0027,587.0,F,1867.0,M,2436.0,M
4640-19187-0024_1098-133695-0073_911-130578-0017,4640.0,F,1098.0,F,911.0,M
2002-139469-0063_8770-295462-0016_1235-135887-0031,2002.0,M,8770.0,M,1235.0,M
6880-216547-0039_6454-93938-0027_2159-179154-0037,6880.0,M,6454.0,M,2159.0,M
2007-149877-0006_6925-80680-0072_19-227-0049,2007.0,F,6925.0,M,19.0,F
3947-13262-0031_831-130739-0058_7278-246956-0021,3947.0,F,831.0,M,7278.0,M
302-123523-0010_322-124147-0051_8051-119902-0013,302.0,F,322.0,F,8051.0,F
2289-152253-0016_4853-27671-0005_8063-274112-0013,2289.0,M,4853.0,F,8063.0,M
196-122159-0015_7078-271888-0028_696-92939-0011,196.0,M,7078.0,F,696.0,F
3983-5331-0008_7447-91187-0051_4898-20016-0022,3983.0,F,7447.0,M,4898.0,M
1034-121119-0077_27-124992-0013_125-121124-0009,1034.0,M,27.0,M,125.0,F
405-130894-0006_1737-146161-0012_87-121553-0019,405.0,M,1737.0,F,87.0,F
7302-86815-0029_5778-12761-0046_7148-7763-0015,7302.0,F,5778.0,F,7148.0,F
3235-28452-0008_1963-142393-0052_8095-274348-0003,3235.0,F,1963.0,F,8095.0,M
4137-11701-0006_3112-9555-0022_7278-91083-0003,4137.0,F,3112.0,F,7278.0,M
2514-149482-0041_307-127539-0035_4137-11702-0050,2514.0,M,307.0,M,4137.0,F
6272-70171-0006_5778-12761-0000_6454-93938-0006,6272.0,F,5778.0,F,6454.0,M
8747-293952-0056_1502-122619-0067_587-54108-0007,8747.0,M,1502.0,F,587.0,F
1737-148989-0004_6415-111615-0028_4830-25898-0039,1737.0,F,6415.0,F,4830.0,M
8975-270782-0047_226-122538-0007_27-124992-0078,8975.0,F,226.0,F,27.0,M
1081-125237-0029_3830-12531-0010_298-126790-0008,1081.0,M,3830.0,M,298.0,F
6836-61803-0031_6078-54013-0016_2514-149482-0026,6836.0,M,6078.0,F,2514.0,M
5322-7679-0012_3982-178459-0046_32-4137-0040,5322.0,M,3982.0,F,32.0,F
460-172359-0077_8609-262281-0007_5390-30096-0011,460.0,M,8609.0,M,5390.0,M
5514-19192-0042_911-128684-0074_3486-166446-0032,5514.0,F,911.0,M,3486.0,M
1246-124548-0045_2436-2476-0036_2911-7601-0022,1246.0,F,2436.0,M,2911.0,M
909-131045-0028_5104-33407-0001_7780-274562-0021,909.0,M,5104.0,M,7780.0,F
1088-129236-0000_6385-34655-0030_5750-100289-0020,1088.0,F,6385.0,F,5750.0,M
7078-271888-0061_3486-166446-0014_5688-15787-0018,7078.0,F,3486.0,M,5688.0,F
2911-7601-0044_118-47824-0059_2007-149877-0044,2911.0,M,118.0,M,2007.0,F
2691-156755-0018_8838-298546-0016_8098-275181-0005,2691.0,F,8838.0,M,8098.0,M
5022-29411-0034_7780-274562-0048_2691-156750-0016,5022.0,F,7780.0,F,2691.0,F
1841-150351-0030_2196-170379-0033_374-180298-0039,1841.0,F,2196.0,F,374.0,M
403-216-0010_7635-105409-0017_8063-274115-0025,403.0,F,7635.0,F,8063.0,M
4340-15220-0012_4014-186175-0008_2002-139469-0076,4340.0,F,4014.0,M,2002.0,M
412-126975-0082_1235-135887-0004_125-121124-0071,412.0,M,1235.0,M,125.0,F
6209-34601-0012_7312-92432-0025_2416-152137-0016,6209.0,M,7312.0,M,2416.0,F
2136-5140-0024_7226-86964-0041_8226-274371-0002,2136.0,M,7226.0,M,8226.0,M
2911-15045-0022_302-123516-0009_5192-19396-0022,2911.0,M,302.0,F,5192.0,M
2518-154826-0033_7505-258958-0005_7635-105409-0051,2518.0,M,7505.0,M,7635.0,F
233-155990-0016_27-123349-0052_40-121026-0031,233.0,M,27.0,M,40.0,F
250-142286-0031_6385-34669-0025_2289-152258-0018,250.0,F,6385.0,F,2289.0,M
6563-285357-0036_1040-133433-0077_8123-275209-0004,6563.0,M,1040.0,M,8123.0,F
1081-125237-0063_1963-142776-0006_2384-152900-0007,1081.0,M,1963.0,F,2384.0,M
4640-19188-0029_403-128339-0039_8419-286667-0021,4640.0,F,403.0,F,8419.0,M
6272-70171-0016_8747-293952-0102_5678-43302-0016,6272.0,F,8747.0,M,5678.0,M
3168-173564-0042_2391-145015-0117_6019-3185-0084,3168.0,M,2391.0,F,6019.0,M
7264-92316-0022_481-123719-0001_5456-58161-0003,7264.0,M,481.0,M,5456.0,M
8609-283227-0056_118-121721-0014_40-121026-0007,8609.0,M,118.0,M,40.0,F
887-123291-0007_5652-19215-0037_1116-132847-0011,887.0,F,5652.0,F,1116.0,F
5163-18515-0009_8238-274553-0048_4014-186179-0028,5163.0,F,8238.0,F,4014.0,M
7447-91187-0001_248-130644-0026_1088-134315-0057,7447.0,M,248.0,F,1088.0,F
6437-66173-0054_6147-34606-0004_4441-76250-0019,6437.0,M,6147.0,F,4441.0,M
1116-132851-0024_5456-24741-0001_909-131041-0002,1116.0,F,5456.0,M,909.0,M
7635-105661-0039_446-123502-0012_1594-135914-0072,7635.0,F,446.0,M,1594.0,M
5163-39921-0018_8088-284756-0025_405-130894-0076,5163.0,F,8088.0,M,405.0,M
3857-182315-0003_6367-65536-0015_8975-270782-0075,3857.0,M,6367.0,M,8975.0,F
5867-48852-0102_39-121916-0014_8088-284756-0004,5867.0,F,39.0,F,8088.0,M
1334-135589-0003_4018-107312-0002_5678-43302-0008,1334.0,M,4018.0,M,5678.0,M
445-123860-0023_6078-54007-0048_8051-119902-0017,445.0,M,6078.0,F,8051.0,F
7794-295947-0031_1116-137572-0026_103-1240-0010,7794.0,F,1116.0,F,103.0,F
6531-61334-0057_2764-36617-0009_40-222-0011,6531.0,F,2764.0,F,40.0,F
2843-152918-0070_2514-149482-0075_8580-287363-0010,2843.0,M,2514.0,M,8580.0,M
248-130644-0016_4137-11701-0027_211-122442-0025,248.0,F,4137.0,F,211.0,F
1447-130550-0021_1578-140049-0030_8797-294123-0039,1447.0,F,1578.0,F,8797.0,M
6000-55211-0016_19-227-0062_8312-279791-0021,6000.0,F,19.0,F,8312.0,F
5104-33407-0029_7312-92432-0002_4297-13009-0028,5104.0,M,7312.0,M,4297.0,F
1502-122615-0027_150-126107-0005_4853-27670-0036,1502.0,F,150.0,F,4853.0,F
26-496-0013_4898-28461-0049_196-122159-0000,26.0,M,4898.0,M,196.0,M
211-122442-0000_696-93314-0027_6181-216552-0012,211.0,F,696.0,F,6181.0,M
831-130746-0029_19-227-0007_8770-295465-0016,831.0,M,19.0,F,8770.0,M
4297-13009-0039_1334-135589-0059_2518-154825-0007,4297.0,F,1334.0,M,2518.0,M
2007-149877-0021_5104-33406-0002_2843-152918-0047,2007.0,F,5104.0,M,2843.0,M
2384-152900-0039_7302-86815-0024_87-121553-0107,2384.0,M,7302.0,F,87.0,F
3830-12530-0028_5049-25947-0017_1970-26100-0006,3830.0,M,5049.0,M,1970.0,F
412-126975-0085_2518-154825-0042_1898-145715-0015,412.0,M,2518.0,M,1898.0,F
1553-140048-0031_4813-248638-0034_4195-17507-0043,1553.0,F,4813.0,M,4195.0,F
5049-25947-0072_2002-139469-0052_4813-248638-0039,5049.0,M,2002.0,M,4813.0,M
5652-19215-0005_460-172359-0029_7402-90848-0041,5652.0,F,460.0,M,7402.0,M
1737-142397-0020_1841-159771-0020_441-128988-0003,1737.0,F,1841.0,F,441.0,F
2436-2476-0038_1088-134315-0046_587-54108-0032,2436.0,M,1088.0,F,587.0,F
7511-102419-0031_6836-61804-0036_1447-17506-0004,7511.0,F,6836.0,M,1447.0,F
730-358-0056_4137-11701-0000_8226-274369-0010,730.0,F,4137.0,F,8226.0,M
8747-293952-0057_5463-39174-0036_322-124146-0008,8747.0,M,5463.0,M,322.0,F
4214-7146-0073_1088-134315-0022_2182-181183-0001,4214.0,F,1088.0,F,2182.0,F
5750-100289-0026_7113-86041-0041_201-127786-0004,5750.0,M,7113.0,F,201.0,M
911-128684-0011_3168-173565-0022_5390-30096-0026,911.0,M,3168.0,M,5390.0,M
302-123523-0020_201-122255-0023_4859-29340-0018,302.0,F,201.0,M,4859.0,M
3436-172162-0038_481-123720-0041_374-180299-0013,3436.0,M,481.0,M,374.0,M
625-132112-0049_7113-86041-0014_4481-17499-0038,625.0,M,7113.0,F,4481.0,F
8051-118101-0023_27-124992-0004_198-209-0021,8051.0,F,27.0,M,198.0,F
1235-135883-0027_3607-29116-0033_1737-142396-0019,1235.0,M,3607.0,M,1737.0,F
7302-86815-0039_1578-140049-0005_4898-28461-0040,7302.0,F,1578.0,F,4898.0,M
2007-132570-0008_8629-261140-0043_118-47824-0015,2007.0,F,8629.0,M,118.0,M
3214-167602-0019_2092-145706-0055_6385-34655-0026,3214.0,M,2092.0,F,6385.0,F
89-218-0037_3112-9555-0054_2289-152258-0038,89.0,F,3112.0,F,2289.0,M
7800-283478-0015_4362-15663-0039_1069-133699-0037,7800.0,F,4362.0,F,1069.0,F
8324-286683-0000_4362-15663-0082_1088-134315-0053,8324.0,F,4362.0,F,1088.0,F
460-172359-0001_2002-139469-0084_5463-39174-0034,460.0,M,2002.0,M,5463.0,M
7511-102419-0047_1334-135589-0089_163-121908-0004,7511.0,F,1334.0,M,163.0,M
6078-54013-0003_6415-100596-0013_1867-154071-0032,6078.0,F,6415.0,F,1867.0,M
8238-274553-0034_163-122947-0091_302-123523-0028,8238.0,F,163.0,M,302.0,F
289-121665-0035_8419-286676-0002_7794-295948-0015,289.0,F,8419.0,M,7794.0,F
8838-298546-0005_2092-145706-0042_5390-30096-0013,8838.0,M,2092.0,F,5390.0,M
7178-34644-0031_3723-171631-0048_5393-19219-0025,7178.0,F,3723.0,M,5393.0,F
4137-11702-0047_3983-5371-0014_1723-141149-0031,4137.0,F,3983.0,F,1723.0,M
446-123502-0017_6147-34605-0022_4830-25904-0044,446.0,M,6147.0,F,4830.0,M
4051-11218-0012_3242-67168-0031_4898-28461-0055,4051.0,F,3242.0,M,4898.0,M
40-222-0064_307-127535-0007_5750-100289-0041,40.0,F,307.0,M,5750.0,M
1455-134435-0028_2952-407-0022_7800-283492-0029,1455.0,M,2952.0,M,7800.0,F
1455-138263-0007_6848-76049-0002_5049-25947-0058,1455.0,M,6848.0,M,5049.0,M
2196-170379-0029_8095-274346-0016_83-11691-0010,2196.0,F,8095.0,M,83.0,F
5561-41615-0005_5778-12761-0028_1992-141719-0013,5561.0,F,5778.0,F,1992.0,F
4195-17507-0044_3242-8112-0026_3214-167606-0006,4195.0,F,3242.0,M,3214.0,M
5703-47212-0001_5678-43301-0004_1355-39947-0046,5703.0,M,5678.0,M,1355.0,M
8238-274553-0000_7800-283493-0004_2182-181183-0015,8238.0,F,7800.0,F,2182.0,F
4014-186176-0026_3857-180923-0029_1502-122619-0021,4014.0,M,3857.0,M,1502.0,F
3807-4923-0032_6531-61334-0022_4898-28461-0007,3807.0,M,6531.0,F,4898.0,M
1246-124548-0015_445-123857-0026_6437-66173-0037,1246.0,F,445.0,M,6437.0,M
1069-133709-0033_8629-261139-0049_87-121553-0002,1069.0,F,8629.0,M,87.0,F
412-126975-0078_26-495-0017_2764-36616-0034,412.0,M,26.0,M,2764.0,F
446-123501-0033_6836-61803-0002_1578-140049-0024,446.0,M,6836.0,M,1578.0,F
196-122159-0001_1081-125237-0110_3607-29116-0026,196.0,M,1081.0,M,3607.0,M
5339-14134-0056_1743-142914-0023_2691-156750-0033,5339.0,F,1743.0,M,2691.0,F
587-54108-0045_8088-284756-0100_2518-154825-0040,587.0,F,8088.0,M,2518.0,M
3214-167607-0022_3240-131231-0049_2910-131096-0002,3214.0,M,3240.0,M,2910.0,F
60-121082-0035_6529-62556-0047_2843-152918-0024,60.0,M,6529.0,M,2843.0,M
4830-25898-0016_7505-258964-0015_1624-168623-0035,4830.0,M,7505.0,M,1624.0,M
445-123857-0007_5339-14133-0054_3168-173565-0048,445.0,M,5339.0,F,3168.0,M
83-3054-0004_3235-28433-0043_4441-76262-0015,83.0,F,3235.0,F,4441.0,M
4898-28461-0026_3235-28452-0031_909-131044-0004,4898.0,M,3235.0,F,909.0,M
6454-93938-0032_7780-274562-0102_8226-274369-0026,6454.0,M,7780.0,F,8226.0,M
3723-171631-0031_2989-138028-0011_1263-141777-0038,3723.0,M,2989.0,F,1263.0,F
1992-141719-0016_5022-29405-0026_1334-135589-0032,1992.0,F,5022.0,F,1334.0,M
1898-145702-0006_2952-408-0019_6437-66173-0020,1898.0,F,2952.0,M,6437.0,M
103-1241-0012_311-124404-0094_7059-77897-0018,103.0,F,311.0,M,7059.0,F
1235-135883-0040_103-1241-0025_3879-173592-0040,1235.0,M,103.0,F,3879.0,F
8324-286682-0016_229-130880-0044_118-47824-0081,8324.0,F,229.0,M,118.0,M
7402-59171-0036_26-495-0015_831-130746-0055,7402.0,M,26.0,M,831.0,M
6272-70171-0004_2764-36616-0005_1743-142914-0010,6272.0,F,2764.0,F,1743.0,M
1235-135883-0041_4680-16026-0009_4137-11701-0020,1235.0,M,4680.0,F,4137.0,F
3983-5371-0040_2691-156755-0001_3699-175950-0002,3983.0,F,2691.0,F,3699.0,M
3723-171631-0052_4853-27671-0003_5561-41615-0027,3723.0,M,4853.0,F,5561.0,F
1334-135589-0078_2518-154826-0032_8123-275216-0018,1334.0,M,2518.0,M,8123.0,F
8063-274116-0004_40-121026-0035_4859-29340-0035,8063.0,M,40.0,F,4859.0,M
7800-283478-0017_2182-150130-0024_4362-15663-0023,7800.0,F,2182.0,F,4362.0,F
2092-145706-0058_6880-216547-0110_2136-5147-0038,2092.0,F,6880.0,M,2136.0,M
7859-102521-0014_2136-5147-0023_26-495-0078,7859.0,F,2136.0,M,26.0,M
7302-86815-0008_2136-5147-0027_2436-2476-0021,7302.0,F,2136.0,M,2436.0,M
2989-138035-0003_1553-140048-0001_8063-274112-0009,2989.0,F,1553.0,F,8063.0,M
2436-2477-0036_6476-96661-0026_2182-150130-0013,2436.0,M,6476.0,F,2182.0,F
1594-135914-0019_1970-26100-0007_6437-66173-0045,1594.0,M,1970.0,F,6437.0,M
7178-34645-0011_1455-134435-0036_19-198-0015,7178.0,F,1455.0,M,19.0,F
6818-76332-0001_2952-410-0041_6836-61803-0027,6818.0,F,2952.0,M,6836.0,M
1624-168623-0018_1235-135883-0021_19-227-0057,1624.0,M,1235.0,M,19.0,F
7367-86737-0097_6019-3185-0101_7447-91187-0024,7367.0,M,6019.0,M,7447.0,M
460-172359-0071_8238-274553-0058_3982-178459-0060,460.0,M,8238.0,F,3982.0,F
4680-16042-0027_3830-12530-0012_7367-86737-0116,4680.0,F,3830.0,M,7367.0,M
4830-25898-0002_5808-48608-0010_5703-47212-0005,4830.0,M,5808.0,M,5703.0,M
19-227-0018_6454-107462-0000_2136-5143-0042,19.0,F,6454.0,M,2136.0,M
254-27760-0016_4340-15220-0032_2384-152900-0061,254.0,M,4340.0,F,2384.0,M
6925-80680-0036_445-123860-0008_3983-5371-0030,6925.0,M,445.0,M,3983.0,F
1235-135883-0017_696-93314-0016_4214-7146-0039,1235.0,M,696.0,F,4214.0,F
40-121026-0020_6147-34606-0018_307-127540-0016,40.0,F,6147.0,F,307.0,M
5561-41615-0028_1235-135887-0012_6064-56165-0020,5561.0,F,1235.0,M,6064.0,F
1447-130551-0011_7278-246956-0011_4297-13009-0030,1447.0,F,7278.0,M,4297.0,F
4137-11701-0002_6000-55211-0015_4680-16026-0017,4137.0,F,6000.0,F,4680.0,F
4640-19187-0018_696-93314-0025_2893-139310-0022,4640.0,F,696.0,F,2893.0,M
5104-33406-0046_587-41611-0000_4267-287369-0018,5104.0,M,587.0,F,4267.0,M
1723-141149-0060_298-126791-0024_1040-133433-0045,1723.0,M,298.0,F,1040.0,M
2436-2477-0019_4088-158079-0013_460-172359-0009,2436.0,M,4088.0,F,460.0,M
2911-7601-0040_4406-16882-0026_7447-91187-0021,2911.0,M,4406.0,M,7447.0,M
2136-5147-0018_3440-171009-0030_374-180298-0011,2136.0,M,3440.0,F,374.0,M
3983-5371-0020_8630-305212-0013_911-128684-0026,3983.0,F,8630.0,M,911.0,M
8088-284756-0117_7178-34644-0049_8838-298546-0001,8088.0,M,7178.0,F,8838.0,M
8630-305212-0006_8312-279791-0016_4340-15220-0027,8630.0,M,8312.0,F,4340.0,F
229-130880-0032_307-127540-0014_6563-285357-0016,229.0,M,307.0,M,6563.0,M
5789-70653-0025_1992-141719-0026_5393-19218-0026,5789.0,F,1992.0,F,5393.0,F
8425-292520-0010_2989-138028-0017_328-129766-0035,8425.0,M,2989.0,F,328.0,F
3526-175658-0002_4441-76262-0004_332-128985-0078,3526.0,F,4441.0,M,332.0,M
2989-138028-0072_4362-15663-0026_3830-12530-0044,2989.0,F,4362.0,F,3830.0,M
5456-62014-0012_6081-41998-0008_8226-274371-0047,5456.0,M,6081.0,M,8226.0,M
6081-42010-0020_446-123502-0033_3486-166424-0043,6081.0,M,446.0,M,3486.0,M
3440-171009-0004_5049-25947-0054_6019-3185-0039,3440.0,F,5049.0,M,6019.0,M
3879-174923-0035_8226-274369-0037_250-142276-0015,3879.0,F,8226.0,M,250.0,F
4859-22176-0021_7859-102521-0011_4267-72637-0030,4859.0,M,7859.0,F,4267.0,M
8770-295463-0003_229-130880-0041_1553-140048-0049,8770.0,M,229.0,M,1553.0,F
328-129766-0001_6925-80680-0078_5808-54425-0032,328.0,F,6925.0,M,5808.0,M
887-123291-0011_211-122425-0077_4214-7146-0014,887.0,F,211.0,F,4214.0,F
2391-145015-0099_3857-182317-0012_8063-274115-0029,2391.0,F,3857.0,M,8063.0,M
4160-11550-0029_839-130898-0007_2911-15045-0003,4160.0,F,839.0,M,2911.0,M
8098-278278-0030_1578-6379-0028_7447-91186-0019,8098.0,M,1578.0,F,7447.0,M
730-358-0064_78-369-0045_446-123502-0004,730.0,F,78.0,M,446.0,M
2092-145706-0024_6078-54007-0001_1624-142933-0036,2092.0,F,6078.0,F,1624.0,M
6181-216552-0022_8629-261139-0066_4397-15666-0005,6181.0,M,8629.0,M,4397.0,M
6531-61334-0066_2182-150130-0008_839-130898-0029,6531.0,F,2182.0,F,839.0,M
8098-278252-0015_5393-19219-0031_2514-149482-0104,8098.0,M,5393.0,F,2514.0,M
7447-91187-0025_1040-133433-0028_5808-48608-0021,7447.0,M,1040.0,M,5808.0,M
2952-410-0026_7226-86965-0036_3235-28433-0027,2952.0,M,7226.0,M,3235.0,F
2836-5355-0028_5456-62043-0038_226-131533-0013,2836.0,F,5456.0,M,226.0,F
8609-262281-0014_2136-5147-0029_1594-135914-0037,8609.0,M,2136.0,M,1594.0,M
200-124139-0032_4160-11550-0020_2893-139322-0022,200.0,F,4160.0,F,2893.0,M
298-126791-0000_1737-142397-0010_6367-74004-0011,298.0,F,1737.0,F,6367.0,M
6147-34607-0035_89-219-0064_1624-168623-0007,6147.0,F,89.0,F,1624.0,M
7302-86815-0056_4406-16882-0032_201-127786-0071,7302.0,F,4406.0,M,201.0,M
7505-258964-0025_3214-167607-0035_1088-134315-0034,7505.0,M,3214.0,M,1088.0,F
1743-142912-0023_233-155990-0033_2136-5147-0040,1743.0,M,233.0,M,2136.0,M
7067-76048-0029_7780-274562-0056_5022-29411-0063,7067.0,M,7780.0,F,5022.0,F
8051-295385-0007_839-130898-0057_2391-145015-0018,8051.0,F,839.0,M,2391.0,F
5688-15787-0017_4214-7146-0055_426-122819-0034,5688.0,F,4214.0,F,426.0,F
5322-7678-0030_5463-39174-0008_8797-294123-0021,5322.0,M,5463.0,M,8797.0,M
8095-274348-0014_60-121082-0092_460-172359-0022,8095.0,M,60.0,M,460.0,M
5678-43302-0027_911-130578-0008_328-129766-0077,5678.0,M,911.0,M,328.0,F
909-131045-0007_3699-19402-0030_3947-13260-0011,909.0,M,3699.0,M,3947.0,F
7302-86815-0045_6272-70168-0026_4898-28461-0028,7302.0,F,6272.0,F,4898.0,M
8098-278278-0024_8014-112602-0037_426-122819-0008,8098.0,M,8014.0,F,426.0,F
7794-295947-0045_7505-258958-0034_8975-270782-0079,7794.0,F,7505.0,M,8975.0,F
2893-139322-0006_322-124147-0064_1235-135887-0020,2893.0,M,322.0,F,1235.0,M
8629-261139-0075_27-123349-0045_6415-100596-0018,8629.0,M,27.0,M,6415.0,F
5192-19396-0006_8108-274318-0031_7511-102420-0046,5192.0,M,8108.0,M,7511.0,F
1116-132847-0034_6019-3185-0070_2391-145015-0010,1116.0,F,6019.0,M,2391.0,F
403-126855-0008_3664-178355-0014_8226-274369-0015,403.0,F,3664.0,M,8226.0,M
2002-139469-0049_426-122821-0012_887-123290-0004,2002.0,M,426.0,F,887.0,F
328-129766-0096_8095-274348-0017_2691-156755-0031,328.0,F,8095.0,M,2691.0,F
7148-59157-0003_2182-150130-0002_2136-5143-0018,7148.0,F,2182.0,F,2136.0,M
8609-283227-0049_198-209-0008_196-122152-0000,8609.0,M,198.0,F,196.0,M
87-121553-0035_8465-246942-0016_446-123502-0048,87.0,F,8465.0,F,446.0,M
2416-152139-0052_3112-9554-0012_1034-121119-0087,2416.0,F,3112.0,F,1034.0,M
26-495-0085_5808-54425-0019_4859-26870-0000,26.0,M,5808.0,M,4859.0,M
26-496-0006_1898-145724-0034_6529-62554-0047,26.0,M,1898.0,F,6529.0,M
2436-2476-0003_7511-102419-0056_5688-15787-0027,2436.0,M,7511.0,F,5688.0,F
4680-16041-0024_8770-295463-0002_7302-86815-0080,4680.0,F,8770.0,M,7302.0,F
460-172359-0060_8098-278278-0010_1841-159771-0017,460.0,M,8098.0,M,1841.0,F
2384-152900-0008_8098-278278-0016_3436-172171-0016,2384.0,M,8098.0,M,3436.0,M
7226-86964-0042_5322-7680-0002_1334-135589-0105,7226.0,M,5322.0,M,1334.0,M
6454-120342-0035_7859-102518-0009_4014-186176-0037,6454.0,M,7859.0,F,4014.0,M
163-122947-0081_4859-26870-0021_4397-15666-0009,163.0,M,4859.0,M,4397.0,M
1235-135884-0008_1737-142397-0040_4680-16041-0003,1235.0,M,1737.0,F,4680.0,F
5339-14133-0023_7278-104730-0026_4640-19187-0009,5339.0,F,7278.0,M,4640.0,F
4340-15220-0093_6385-220959-0014_6454-93938-0008,4340.0,F,6385.0,F,6454.0,M
1970-10594-0015_4160-14187-0009_298-126791-0026,1970.0,F,4160.0,F,298.0,F
8324-286682-0021_6081-41998-0039_481-123720-0053,8324.0,F,6081.0,M,481.0,M
2989-138028-0065_1081-125237-0017_322-124146-0003,2989.0,F,1081.0,M,322.0,F
4680-16026-0036_5022-29411-0070_8419-286676-0016,4680.0,F,5022.0,F,8419.0,M
5688-41232-0004_3436-172171-0013_5022-29411-0064,5688.0,F,3436.0,M,5022.0,F
1594-135914-0123_1034-121119-0041_1867-154075-0042,1594.0,M,1034.0,M,1867.0,M
39-121915-0018_2910-131096-0038_83-11691-0019,39.0,F,2910.0,F,83.0,F
3947-13262-0024_163-121908-0002_6476-57446-0055,3947.0,F,163.0,M,6476.0,F
5393-19219-0062_1867-154071-0009_5463-39173-0043,5393.0,F,1867.0,M,5463.0,M
3486-166424-0061_2289-152254-0015_1069-133709-0049,3486.0,M,2289.0,M,1069.0,F
7078-271888-0042_7635-105409-0036_8051-118101-0010,7078.0,F,7635.0,F,8051.0,F
311-124404-0117_254-127705-0033_8088-284756-0087,311.0,M,254.0,M,8088.0,M
2989-138035-0042_2136-5140-0020_289-121665-0026,2989.0,F,2136.0,M,289.0,F
1743-142912-0014_2817-142371-0073_3168-173565-0002,1743.0,M,2817.0,F,3168.0,M
163-122947-0090_7148-59157-0041_481-123720-0042,163.0,M,7148.0,F,481.0,M
7067-76048-0054_8465-246942-0027_19-227-0068,7067.0,M,8465.0,F,19.0,F
374-180298-0018_4830-25898-0033_2002-139469-0038,374.0,M,4830.0,M,2002.0,M
831-130746-0042_5390-30102-0026_7078-271888-0035,831.0,M,5390.0,M,7078.0,F
328-129766-0038_4160-14187-0018_3723-171115-0048,328.0,F,4160.0,F,3723.0,M
2007-132570-0043_5750-100289-0065_441-128982-0014,2007.0,F,5750.0,M,441.0,F
7367-86737-0000_8051-118101-0031_2092-145706-0018,7367.0,M,8051.0,F,2092.0,F
403-126855-0011_8465-246943-0005_39-121914-0048,403.0,F,8465.0,F,39.0,F
403-216-0003_8063-274112-0039_5703-47198-0052,403.0,F,8063.0,M,5703.0,M
730-360-0033_289-121652-0033_5456-58161-0002,730.0,F,289.0,F,5456.0,M
8098-278252-0019_4018-103416-0032_6437-66172-0021,8098.0,M,4018.0,M,6437.0,M
441-128988-0035_6147-34607-0031_2092-145706-0053,441.0,F,6147.0,F,2092.0,F
150-132655-0002_3242-8112-0029_441-130108-0015,150.0,F,3242.0,M,441.0,F
1992-141719-0054_3879-173592-0007_3723-171631-0044,1992.0,F,3879.0,F,3723.0,M
196-122152-0010_8063-274116-0038_254-127705-0037,196.0,M,8063.0,M,254.0,M
1455-138263-0029_1723-141149-0099_1867-154071-0011,1455.0,M,1723.0,M,1867.0,M
625-132118-0013_89-219-0015_6818-76332-0048,625.0,M,89.0,F,6818.0,F
7367-86737-0076_2691-156745-0009_5393-19218-0050,7367.0,M,2691.0,F,5393.0,F
1455-134435-0038_8051-119902-0027_2384-152900-0051,1455.0,M,8051.0,F,2384.0,M
2391-145015-0012_196-122150-0002_89-218-0049,2391.0,F,196.0,M,89.0,F
2159-179157-0010_3723-171115-0004_200-124139-0010,2159.0,M,3723.0,M,200.0,F
696-93314-0043_412-126975-0016_307-127539-0008,696.0,F,412.0,M,307.0,M
4441-76262-0029_27-123349-0011_5390-30096-0012,4441.0,M,27.0,M,5390.0,M
1841-150351-0007_2952-410-0047_6848-252322-0022,1841.0,F,2952.0,M,6848.0,M
1355-39947-0017_1069-133709-0027_412-126975-0021,1355.0,M,1069.0,F,412.0,M
1841-159771-0016_7780-274562-0019_2764-36617-0003,1841.0,F,7780.0,F,2764.0,F
1926-147987-0010_1363-139304-0000_6836-76549-0030,1926.0,F,1363.0,F,6836.0,M
2893-139310-0051_307-127535-0026_8098-278252-0021,2893.0,M,307.0,M,8098.0,M
4898-20016-0017_3879-174923-0068_1594-135914-0016,4898.0,M,3879.0,F,1594.0,M
26-495-0055_8095-274346-0003_6181-216552-0047,26.0,M,8095.0,M,6181.0,M
730-359-0004_587-54108-0014_911-128684-0017,730.0,F,587.0,F,911.0,M
909-131044-0009_4830-25898-0027_1594-135914-0029,909.0,M,4830.0,M,1594.0,M
250-142276-0043_6531-61334-0006_2514-149482-0105,250.0,F,6531.0,F,2514.0,M
2196-174172-0027_7278-104730-0016_6181-216552-0102,2196.0,F,7278.0,M,6181.0,M
1235-135887-0013_2910-131096-0020_8838-298546-0008,1235.0,M,2910.0,F,8838.0,M
